"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"4190","p","f","y","y","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","v","p"
"4191","p","f","f","y","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","v","d"
"4193","p","f","f","g","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","y","p"
"4196","e","f","f","e","t","n","f","c","b","u","t","b","s","s","p","p","p","w","o","p","n","y","d"
"4197","p","x","y","n","f","y","f","c","n","b","t","b","k","k","p","p","p","w","o","e","w","v","d"
"4198","e","x","y","g","t","n","f","c","b","n","t","b","s","s","g","w","p","w","o","p","n","v","d"
"4199","p","x","f","g","f","c","f","w","n","n","e","b","s","s","w","w","p","w","o","p","k","v","d"
"4200","p","x","f","p","f","c","f","w","n","n","e","b","s","s","w","w","p","w","o","p","n","v","d"
"4202","p","f","f","g","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","y","p"
"4206","p","x","f","y","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","y","d"
"4207","p","f","y","g","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","y","p"
"4208","p","f","f","g","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","y","d"
"4209","p","f","y","g","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","y","d"
"4210","p","x","y","g","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","y","g"
"4212","p","x","f","y","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","y","g"
"4214","p","x","f","y","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","v","g"
"4217","p","f","s","g","t","f","f","c","b","h","t","b","s","s","w","w","p","w","o","p","h","v","u"
"4218","p","x","f","y","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","y","g"
"4220","p","f","y","g","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","y","d"
"4222","p","f","f","y","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","v","d"
"4223","p","x","y","g","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","v","p"
"4224","p","x","y","g","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","y","p"
"4226","p","f","f","y","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","v","d"
"4227","p","f","f","g","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","y","d"
"4228","p","f","y","g","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","v","p"
"4229","p","x","f","y","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","v","g"
"4230","p","x","f","y","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","v","p"
"4231","p","x","f","g","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","y","d"
"4232","p","x","y","y","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","y","p"
"4234","p","f","f","y","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","v","g"
"4235","p","f","f","y","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","v","d"
"4238","p","f","f","y","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","v","d"
"4239","p","f","f","g","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","v","p"
"4240","p","x","y","g","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","y","g"
"4242","p","f","f","g","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","v","g"
"4243","p","x","f","y","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","y","d"
"4246","p","x","s","w","t","f","f","c","b","h","t","b","f","s","w","w","p","w","o","p","h","s","g"
"4251","p","x","f","y","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","y","g"
"4252","p","x","f","y","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","y","g"
"4256","p","x","y","g","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","y","p"
"4257","p","f","f","y","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","v","g"
"4259","p","f","f","y","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","y","d"
"4260","p","x","y","g","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","v","p"
"4261","p","f","f","g","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","y","g"
"4262","p","x","y","g","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","y","p"
"4263","p","x","f","p","f","c","f","c","n","p","e","b","s","s","w","w","p","w","o","p","k","s","d"
"4264","p","x","y","y","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","y","d"
"4265","p","x","f","y","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","y","g"
"4270","p","x","f","y","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","y","g"
"4272","p","x","y","g","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","y","d"
"4273","p","x","y","y","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","v","d"
"4275","p","f","y","g","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","v","d"
"4276","p","x","f","y","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","y","p"
"4280","p","f","f","y","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","y","g"
"4283","p","f","f","y","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","v","g"
"4284","e","f","s","p","t","n","f","c","b","e","e","b","s","s","w","w","p","w","t","e","w","c","w"
"4285","p","f","f","y","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","v","p"
"4287","p","x","y","g","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","y","d"
"4288","p","f","y","g","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","y","p"
"4292","e","k","s","p","t","n","f","c","b","e","e","b","s","s","w","e","p","w","t","e","w","c","w"
"4293","p","x","f","y","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","v","d"
"4295","p","f","f","g","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","y","p"
"4296","p","f","f","g","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","v","g"
"4297","p","x","f","y","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","y","p"
"4298","p","f","f","g","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","y","p"
"4301","p","f","f","g","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","y","d"
"4302","p","x","f","y","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","v","d"
"4303","p","f","f","g","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","v","g"
"4304","p","f","f","g","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","y","d"
"4309","p","f","y","g","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","v","g"
"4310","p","x","y","y","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","v","g"
"4311","p","x","y","g","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","y","g"
"4312","p","x","y","y","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","y","p"
"4313","p","f","f","y","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","y","d"
"4314","p","x","f","y","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","v","g"
"4316","p","f","f","g","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","v","g"
"4317","p","x","f","y","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","v","d"
"4318","p","f","f","g","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","v","g"
"4319","p","f","y","g","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","y","d"
"4320","p","f","f","g","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","y","g"
"4322","p","f","f","g","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","y","g"
"4323","p","x","f","y","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","y","p"
"4325","p","f","y","g","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","y","g"
"4326","p","f","y","g","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","v","p"
"4327","e","x","y","r","f","n","f","c","n","p","e","b","s","f","w","w","p","w","o","f","h","v","d"
"4328","p","f","y","y","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","y","g"
"4331","p","f","y","y","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","v","d"
"4333","p","f","f","y","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","y","d"
"4335","p","x","y","g","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","y","g"
"4336","p","f","y","g","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","y","g"
"4338","p","x","f","g","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","v","d"
"4339","p","x","y","g","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","v","d"
"4340","p","x","y","g","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","y","g"
"4341","p","x","y","g","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","y","g"
"4344","p","x","y","y","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","v","g"
"4346","p","x","f","y","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","v","p"
"4347","p","f","f","g","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","y","g"
"4348","p","f","f","g","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","v","g"
"4351","p","x","y","g","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","v","g"
"4352","p","x","y","y","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","v","p"
"4353","p","f","f","g","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","v","p"
"4354","p","f","y","g","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","y","d"
"4355","p","f","f","y","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","v","d"
"4356","p","f","y","g","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","y","g"
"4358","e","x","s","e","t","n","f","c","b","e","e","b","s","s","w","e","p","w","t","e","w","c","w"
"4359","p","f","f","g","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","v","d"
"4362","p","x","y","y","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","y","p"
"4363","p","f","y","g","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","v","d"
"4364","p","x","f","y","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","y","g"
"4370","p","f","y","y","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","v","p"
"4371","p","f","f","g","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","y","d"
"4374","p","f","f","g","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","y","g"
"4375","p","x","s","w","t","f","f","c","b","w","t","b","f","f","w","w","p","w","o","p","h","s","u"
"4377","p","x","y","n","f","y","f","c","n","b","t","b","s","k","w","p","p","w","o","e","w","v","d"
"4382","p","x","y","y","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","y","g"
"4384","p","x","y","y","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","v","p"
"4385","p","x","y","y","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","y","g"
"4386","p","f","f","y","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","y","g"
"4388","p","x","f","g","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","y","g"
"4390","p","x","y","g","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","v","g"
"4391","p","x","y","y","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","y","g"
"4393","p","f","y","y","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","y","g"
"4396","p","f","y","g","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","y","p"
"4397","e","x","y","u","f","n","f","c","n","h","e","b","s","f","w","w","p","w","o","f","h","y","d"
"4399","p","f","f","y","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","v","g"
"4405","p","f","f","g","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","v","g"
"4406","p","f","f","y","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","y","d"
"4411","e","f","f","e","t","n","f","c","b","u","t","b","s","s","g","w","p","w","o","p","n","y","d"
"4412","p","f","s","b","t","f","f","c","b","h","t","b","s","f","w","w","p","w","o","p","h","v","u"
"4413","p","f","y","g","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","v","d"
"4414","p","f","f","g","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","v","p"
"4418","e","f","y","n","t","n","f","c","b","u","t","b","s","s","w","g","p","w","o","p","k","v","d"
"4419","p","f","y","y","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","y","g"
"4420","e","x","s","b","t","n","f","c","b","e","e","b","s","s","w","w","p","w","t","e","w","c","w"
"4422","p","x","f","y","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","y","d"
"4424","p","f","y","g","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","v","p"
"4426","p","f","f","y","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","v","d"
"4427","p","f","f","y","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","v","g"
"4428","p","x","y","y","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","v","d"
"4431","p","f","f","y","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","v","p"
"4432","p","x","y","y","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","v","g"
"4433","p","f","f","y","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","v","p"
"4434","p","f","f","y","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","v","d"
"4436","p","f","y","g","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","v","g"
"4437","p","f","y","g","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","v","d"
"4439","p","x","s","g","f","c","f","c","n","p","e","b","s","s","w","w","p","w","o","p","k","v","d"
"4441","p","f","s","g","t","f","f","c","b","h","t","b","f","f","w","w","p","w","o","p","h","s","u"
"4444","p","x","y","y","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","y","d"
"4447","p","f","y","y","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","v","g"
"4448","p","f","y","g","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","y","p"
"4450","p","x","y","g","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","y","d"
"4451","p","x","f","y","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","y","p"
"4453","p","x","y","g","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","y","g"
"4454","p","f","f","y","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","v","g"
"4455","p","x","y","g","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","v","p"
"4458","p","f","f","g","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","y","g"
"4461","p","x","y","y","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","y","p"
"4462","p","x","y","n","f","s","f","c","n","b","t","b","s","k","p","w","p","w","o","e","w","v","d"
"4463","p","f","y","g","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","y","p"
"4464","p","x","y","g","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","y","p"
"4465","p","f","y","y","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","v","g"
"4466","p","f","y","g","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","v","d"
"4467","p","f","f","g","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","y","g"
"4468","p","f","y","y","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","y","g"
"4469","p","x","f","y","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","y","d"
"4470","p","x","s","w","t","f","f","c","b","p","t","b","f","f","w","w","p","w","o","p","h","v","u"
"4471","p","x","y","y","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","v","g"
"4473","p","x","f","y","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","y","g"
"4474","p","x","y","y","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","v","p"
"4476","p","x","y","y","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","y","g"
"4478","p","f","y","g","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","y","p"
"4479","p","f","f","y","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","y","p"
"4480","p","f","f","g","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","v","p"
"4481","e","f","y","n","t","n","f","c","b","p","t","b","s","s","w","p","p","w","o","p","k","y","d"
"4483","p","x","y","g","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","v","p"
"4484","p","f","y","g","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","v","g"
"4486","p","x","y","y","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","y","d"
"4488","p","x","y","g","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","v","d"
"4490","p","x","f","y","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","y","d"
"4491","p","f","f","y","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","y","d"
"4492","e","f","f","c","f","n","f","w","n","w","e","b","s","f","w","n","p","w","o","e","w","v","l"
"4493","p","f","y","g","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","v","g"
"4494","p","x","y","g","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","y","p"
"4495","p","f","f","y","f","n","f","c","n","w","e","b","k","y","w","y","p","w","o","e","w","v","d"
"4496","p","f","f","y","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","y","p"
"4498","e","f","s","n","t","n","f","c","b","e","e","b","s","s","w","w","p","w","t","e","w","c","w"
"4499","p","x","y","n","f","y","f","c","n","b","t","b","s","k","p","p","p","w","o","e","w","v","p"
"4500","p","x","s","g","f","c","f","w","n","u","e","b","s","s","w","w","p","w","o","p","k","v","d"
"4501","p","x","f","y","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","y","d"
"4502","p","f","y","g","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","l","h","v","g"
"4506","p","x","y","g","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","y","d"
"4509","p","f","f","y","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","y","g"
"4510","p","x","f","y","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","v","d"
"4511","p","f","f","y","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","v","p"
"4512","p","f","f","g","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","y","p"
"4513","p","f","f","y","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","y","p"
"4514","p","f","y","y","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","y","d"
"4517","p","x","y","g","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","v","g"
"4518","p","x","y","g","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","v","g"
"4520","e","x","s","b","t","n","f","c","b","w","e","b","s","s","e","w","p","w","t","e","w","c","w"
"4523","p","x","y","n","f","s","f","c","n","b","t","b","s","s","p","p","p","w","o","e","w","v","l"
"4524","p","x","y","g","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","y","d"
"4526","p","f","y","g","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","y","d"
"4528","p","x","y","y","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","v","d"
"4529","p","x","f","y","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","v","g"
"4531","p","x","y","g","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","v","p"
"4532","p","f","f","y","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","y","g"
"4533","p","x","f","y","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","y","g"
"4535","e","f","y","b","t","n","f","c","b","e","e","b","s","s","e","e","p","w","t","e","w","c","w"
"4536","p","f","y","y","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","y","d"
"4537","p","x","y","y","f","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","y","p"
"4538","p","x","y","g","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","v","g"
"4539","p","f","f","g","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","y","d"
"4540","p","f","y","g","f","f","f","c","b","h","e","b","k","k","n","n","p","w","o","l","h","v","g"
"4541","p","f","f","g","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","y","g"
"4545","p","f","f","g","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","v","d"
"4546","p","f","y","y","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","v","g"
"4549","p","f","s","b","t","f","f","c","b","w","t","b","s","f","w","w","p","w","o","p","h","v","g"
"4550","p","f","s","w","t","n","f","c","b","g","e","b","s","s","w","w","p","w","t","p","r","v","m"
"4551","p","x","y","y","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","y","p"
"4552","p","f","f","y","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","v","p"
"4553","p","f","y","g","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","v","g"
"4555","p","x","f","y","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","v","p"
"4556","p","x","f","y","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","y","d"
"4561","p","x","y","y","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","v","d"
"4562","p","f","y","g","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","v","d"
"4563","p","x","y","y","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","y","p"
"4564","p","x","f","y","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","v","d"
"4567","p","x","y","g","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","y","p"
"4569","p","f","y","g","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","v","p"
"4570","p","x","f","y","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","y","p"
"4573","p","f","f","g","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","v","d"
"4574","p","x","y","g","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","y","p"
"4575","p","f","y","g","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","v","p"
"4577","p","f","f","g","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","y","d"
"4578","p","f","f","g","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","v","g"
"4582","p","x","y","g","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","v","p"
"4583","p","x","y","g","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","y","p"
"4585","p","f","f","g","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","y","d"
"4586","p","x","f","y","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","v","p"
"4587","p","f","y","g","f","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","v","d"
"4589","p","f","y","g","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","v","d"
"4590","p","f","y","g","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","v","d"
"4591","p","f","f","y","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","y","p"
"4593","p","f","y","y","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","v","g"
"4595","p","x","f","y","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","v","d"
"4596","p","f","f","y","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","v","g"
"4597","p","x","y","y","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","y","p"
"4598","p","f","f","y","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","y","d"
"4602","p","f","f","y","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","v","g"
"4603","p","f","f","g","f","f","f","c","b","p","e","b","k","k","b","b","p","w","o","l","h","v","d"
"4604","p","f","f","g","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","y","g"
"4610","p","x","y","y","f","f","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","v","g"
"4611","p","x","y","n","f","y","f","c","n","b","t","b","s","s","p","w","p","w","o","e","w","v","d"
"4612","e","f","y","b","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","e","w","c","w"
"4613","p","x","f","y","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","v","g"
"4614","p","x","y","y","f","f","f","c","b","h","e","b","k","k","b","b","p","w","o","l","h","y","d"
"4615","p","f","y","g","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","y","d"
"4616","p","x","y","y","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","y","d"
"4617","p","f","y","g","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","v","p"
"4618","p","f","y","g","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","y","d"
"4620","p","x","f","y","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","v","p"
"4621","p","f","f","y","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","y","g"
"4622","p","f","f","y","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","y","d"
"4624","p","f","y","g","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","y","g"
"4626","p","f","y","g","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","v","d"
"4627","p","f","f","g","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","v","d"
"4629","p","x","f","g","f","c","f","c","n","u","e","b","s","s","w","w","p","w","o","p","k","s","d"
"4630","p","f","s","b","t","f","f","c","b","w","t","b","f","f","w","w","p","w","o","p","h","v","g"
"4631","e","f","f","e","t","n","f","c","b","w","t","b","s","s","g","w","p","w","o","p","k","v","d"
"4632","p","x","y","y","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","v","p"
"4636","p","x","y","y","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","y","d"
"4637","p","x","y","y","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","v","p"
